EPEAT Qualified,Touchscreen,ENERGY STAR Certified,Number Of eSATA Ports,2-in-1 Design,Processor Brand,Media Card Reader,Number Of Auxiliary Outputs,Additional Audio/Video Connectors,"Number Of External 3.5"" Bays",EPEAT Level,Speakers,Video Memory,Type of Memory (RAM),Integrated Microphone,Battery Life,Video Memory Type,System Memory RAM Speed,Operating System,"Number Of Internal 5.25"" Bays",Game Ports,Networking,Screen Size,System Memory (RAM),Bluetooth-Enabled,Number Of PCI-E x16 Slots,Battery Type,Operating System Architecture,NFC Enabled,Voice Recognition,Number Of Memory Slots,Built-in Webcam,Hard Drive Capacity,Graphics,Embedded Mobile Broadband,Optical Drive,Number Of PCI-E x1 Slots,Number Of Ethernet Ports,Bluetooth Enabled,HDMI Output,Ethernet,Wireless Display,Touch Screen,Number Of HDMI Outputs,Digital Media Reader or Slots,Port Type(s),Best Buy PC App,Number Of PCI Slots,Computer Hard Drive Size,Number Of DVI Ports,LTE,Gaming Series,Audio Technology,Green Compliance,"Number Of External 5.25"" Bays",Number Of PCI-E x2 Slots,Color Category,Screen Size (Measured Diagonally),Direct-Disc Labeling,Cache Memory,Number Of PCI-E x4 Slots,Processor,Wireless Networking,Graphics Card,PCMCIA Slots,Built-In Webcam,Ultrabook,Optical Drive Type,Blu-Ray Player,Drive Capacity,Number Of AGP Slots,pricematch,S-Video Outputs,Pointing Device,"Number Of Internal 3.5"" Bays",System Memory (RAM) Expandable To,Numeric Keypad,IEEE 1394 FireWire Ports,System Memory RAM Expandable To,TV Tuner,USB 2.0 Ports,Laptop Weight,Backlit Keyboard,Number Of PCI-E x8 Slots,Operating System Bit Version,Parallel Ports,Touchpad Type,Hard Drive Type,Display Type,Optical Drive Speeds,Memory Slots Total,Wireless Capability,Operating System Platform,Included Software,Blu-ray Player,Processor Speed,Convertible,2-in-1,Audio,Additional Accessories Included,Number Of USB Port(s),Carrier Compatibility,Number Of DisplayPort Outputs,Battery Capacity,Number Of VGA Ports,Processor Model,MPEG,Provider_Product_ID,Speaker Type,Hard Drive RPM,3D-Capable,Screen Resolution,Modem,Number Of IEEE 1394 Ports,Graphics Chip
No,No,No,No,No,Intel,Yes,1,No,0,No,No,No,DDR3 SDRAM,No,6 hours,No,No,No,0,No,No,14 inches,4 gigabytes,No,No,Lithium-ion,32-bit,No,No,2,No,500 gigabytes,No,None,No,No,1,No,No,10/100/1000,No,No,0,No,Ethernet|USB|VGA|DisplayPort,No,No,No,No,No,No,No,No,0,No,Black,No,No,3 megabytes,No,No,Wireless-A,No,No,No,No,DVD-RW,No,No,No,No,No,No,1,No,No,No,8 gigabytes,No,No,No,No,No,No,No,"Scroll zone, 2-pick button",SATA,Other,No,No,No,No,No,No,2.4 gigahertz,No,No,No,"6-cell lithium-ion battery, AC adapter",3,No,1,No,1,Intel 2nd Generation Core i5,No,No,No,7200 revolutions per minute,No,1366 x 768 (HD),No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,2000 megabytes,DDR3L,No,4 hours,Dedicated,No,Windows 8.1,No,No,No,15.6 inches,16 gigabytes,No,No,Lithium-ion,No,No,No,No,No,256 gigabytes,Discrete,No,No,No,1,Yes,No,100/1000 Ethernet (RJ-45 connector),Yes,Yes,1,No,USB 2.0|USB 3.0|HDMI|RJ-45|Headphone|Microphone|S/PDIF,No,No,No,No,No,No,Dolby Advanced Audio,No,No,No,Black,No,No,No,No,No,Wireless-AC,NVIDIA GeForce GTX 860M,No,Yes,No,DVD-RW|CD-RW,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Touchpad,Solid State Drive,Other,No,No,No,No,"PowerDVD, Power2Go, PowerDirector, Nitro Pro 9 PDF, Evernote, OneKey Recovery and more",No,3.6 gigahertz,No,No,No,No,3,No,No,No,No,Intel 4th Generation Core i7,No,No,JBL,No,No,No,No,No,NVIDIA
Yes,No,No,No,No,AMD,Yes,No,No,No,Silver,No,No,DDR3L SDRAM,No,4 hours,No,No,Windows 8.1,No,No,No,15.6 inches,4 gigabytes,No,No,Lithium-ion polymer,64-bit,No,No,1,No,500 gigabytes,No,None,No,No,1,No,No,10/100Base-T Ethernet LAN (RJ-45 connector),No,Yes,1,No,Ethernet|HDMI|USB 2.0|USB 3.0,No,No,No,No,No,No,High-definition,No,No,No,Black,No,No,2 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,AMD Radeon R5,No,Yes,No,DVD|DVD-R|DVD+R|DVD-RW|DVD+RW|DVD-ROM|CD|CD-R|CD-RW|CD-ROM,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Touchpad with multitouch gesture support,No,Touchscreen LED,No,No,No,No,No,No,2.4 gigahertz,No,No,No,No,3,No,No,2800 milliampere hours,No,AMD A8-Series,No,No,Built-in stereo,5400 revolutions per minute,No,1366 x 768 (HD),No,No,AMD
Yes,No,Yes,No,No,Intel,Yes,No,No,No,Gold,No,No,DDR3L,No,No,No,No,Mac OS X 10.9 Mavericks,No,No,No,13.3 inches,8 gigabytes,No,No,Lithium-polymer,No,No,No,No,No,128 gigabytes,No,No,No,No,0,Yes,No,None,No,No,1,No,HDMI|USB,No,No,No,No,No,No,No,No,No,No,Silver,No,No,No,No,No,Wireless-AC,Intel Iris Graphics 6100,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0 gigabytes,No,No,No,No,No,No,No,Touchpad with multitouch control,Other,Other,No,No,No,No,No,No,2.7 gigahertz,No,No,No,No,2,No,0,No,0,Intel 4th Generation Core i5,No,No,No,No,No,2560 x 1600 (Retina),No,No,Intel
No,No,No,No,Yes,Intel,Yes,No,No,No,No,No,No,DDR3L,No,No,No,1600 megahertz,Windows 8.1,No,No,No,13.3 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,500 gigabytes,No,No,No,No,No,Yes,No,No,No,Yes,1,No,HDMI|USB 3.0,No,No,No,No,No,No,MaxxAudio,No,No,No,Silver,No,No,3 megabytes,No,No,Wireless-AC,Intel HD Graphics 5500,No,No,No,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not Applicable,SATA,Touchscreen LED,No,No,No,No,No,No,2.7 gigahertz,No,No,No,No,No,No,No,No,No,Intel 5th Generation Core i5,No,No,Stereo,5400 revolutions per minute,No,1920 x 1080 (Full HD),No,No,Intel
Yes,Yes,No,No,No,Intel&#174;,No,No,No,No,No,Internal,2GB (dedicated),DDR3L,No,Not available,No,No,Windows 8.1,No,None,Built-in 10/100/1000 Mbps Ethernet LAN,No,16 gigabytes,Yes,No,4-cell Lithium Polymer (Li-Polymer),No,No,No,No,Yes,No,NVIDIA GeForce GTX 860M,No,DVD&#177;RW/CD-RW,No,No,No,Yes,No,No,No,No,"Yes, digital media card reader",No,No,No,1TB,No,No,Yes,No,No,No,No,No,"17.3""",No,6MB,No,Intel&#174; 4th Generation Core&#8482; i7,Wireless-AC,NVIDIA GeForce GTX 860M,None,No,No,No,No,1000 gigabytes,No,yes,None,No,No,Nonexpandable,No,None,No,No,2 USB 3.0; 1 USB 2.0,Standard (more than 5.5 lbs.),Yes,No,64-bit,None,No,No,HD LED touchscreen,Drive speeds not specified,No,No,Windows,PowerDVD; Power2Go; PowerDirector; Lenovo VeriFace Pro and more,No,2.5GHz (with Turbo Boost up to 3.5GHz),No,No,Dolby Advanced Audio v2,No,No,No,No,No,No,No,No,No,No,No,No,No,None,No,NVIDIA
Yes,No,No,No,No,NVIDIA,Yes,No,No,No,Silver,No,No,DDR3L SDRAM,No,8 hours,Other,1600 megahertz,Chrome OS,No,No,No,14 inches,2 gigabytes,No,No,Lithium-ion polymer,Not Applicable,No,No,0,No,16 gigabytes,No,None,No,No,No,Yes,No,No,No,No,1,No,USB 2.0,No,No,No,No,No,No,No,No,No,No,Green,No,No,No,No,No,Wireless-AC,NVIDIA Kepler,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,No,No,No,No,Touchpad,Other,LED,No,No,No,No,100 GB Google Drive (2-year subscription included),No,2.3 gigahertz,No,No,No,No,3,No,No,No,No,NVIDIA Tegra K1,No,No,Built-in,No,No,1366 x 768 (HD),No,No,NVIDIA
Yes,No,Yes,No,No,Intel,No,No,No,No,Gold,No,No,LPDDR3,No,No,No,No,No,No,No,No,11.6 inches,4 gigabytes,No,No,Lithium-polymer,No,No,No,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Silver,No,No,No,No,No,No,Intel HD Graphics 5000,No,Yes,No,No,No,No,No,yes,No,No,No,No,No,No,8 gigabytes,No,No,No,No,No,No,No,Multi-touch,No,LED,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Intel HD Graphics 5000
No,No,No,No,No,Intel,No,No,No,No,No,No,No,DDR3L,No,No,No,No,No,No,No,No,15.6 inches,4 gigabytes,No,No,Lithium-ion,No,No,No,1,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Gray,No,No,No,No,No,No,NVIDIA GTX 850M,No,Yes,No,No,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Touchpad,No,Other,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NVIDIA
Yes,No,Yes,No,No,Intel,Yes,No,No,No,Gold,No,No,DDR3L,No,No,No,No,Mac OS X 10.9 Mavericks,No,No,No,13.3 inches,8 gigabytes,No,No,Lithium-polymer,No,No,No,No,No,256 gigabytes,No,No,No,No,0,Yes,No,None,No,No,1,No,HDMI|USB,No,No,No,No,No,No,No,No,No,No,Silver,No,No,No,No,No,Wireless-AC,Intel Iris Graphics 6100,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0 gigabytes,No,No,No,No,No,No,No,Touchpad with multitouch control,Other,LED,No,No,No,No,No,No,2.7 gigahertz,No,No,No,No,2,No,0,No,0,Intel 4th Generation Core i5,No,No,No,No,No,2560 x 1600 (Retina),No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3 SDRAM,No,5 hours,Shared,No,Windows 8.1,No,No,No,11.6 inches,4 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,500 gigabytes,Integrated,No,No,No,1,No,No,Gigabit Ethernet LAN (RJ-45 connector),No,Yes,1,No,Ethernet|HDMI|VGA|USB 2.0|USB 3.0,No,No,No,No,No,No,SonicMaster,No,No,No,White,No,No,1 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,Intel HD,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,4 gigabytes,No,No,No,No,No,No,No,Touchpad with multitouch gesture support,No,LCD,No,No,No,No,No,No,2.16 gigahertz,No,No,No,No,3,No,No,3000 milliampere hours,1,Intel Celeron,No,No,Built-in,5400 revolutions per minute,No,1366 x 768 (HD),No,No,Intel
Yes,No,Yes,No,No,Intel,Yes,No,No,No,Gold,No,No,DDR3L,No,No,No,No,Mac OS X 10.9 Mavericks,No,No,No,13.3 inches,8 gigabytes,No,No,Lithium-polymer,No,No,No,No,No,512 gigabytes,No,No,No,No,0,Yes,No,None,No,No,1,No,HDMI|USB,No,No,No,No,No,No,No,No,No,No,Silver,No,No,No,No,No,Wireless-AC,NVIDIA GeForce GT 750M,No,Yes,No,No,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,No,No,No,No,Touchpad with multitouch control,Other,LED,No,No,No,No,No,No,2.8 gigahertz,No,No,No,No,2,No,0,No,0,Intel 4th Generation Core i5,No,No,No,No,No,No,No,No,NVIDIA
Yes,No,Yes,0,No,Intel,Yes,1,No,No,Silver,No,No,DDR3L SDRAM,No,4.25 hours,Shared,No,Windows 8.1,No,No,No,15.6 inches,6 gigabytes,No,No,Lithium-ion polymer,64-bit,No,No,No,No,750 gigabytes,Integrated,None,No,No,1,No,No,10/100Base-T Ethernet LAN (RJ-45 connector),No,No,1,No,Ethernet|HDMI|USB 2.0|USB 3.0,No,No,No,No,No,No,High-definition,No,No,No,Black,No,No,0 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,Intel HD Graphics 4400,No,Yes,No,DVD+RW|DVD-RW|DVD+R|DVD-R|DVD-ROM|CD-RW|CD-R|CD-ROM,No,No,No,yes,No,No,No,No,Yes,No,6 gigabytes,No,No,No,No,No,No,No,Touchpad with multitouch gesture support,SATA,LED-LCD,No,No,No,No,"CyberLink PowerDirector, CyberLink PhotoDirector, CyberLink PowerDVD and more",No,1.7 gigahertz,No,No,No,No,3,No,0,2800 milliampere hours,0,Intel 4th Generation Core i5,No,No,Stereo,5400 revolutions per minute,No,1366 x 768 (HD),No,No,Intel
Yes,No,Yes,No,No,Intel,Yes,No,No,No,Gold,No,No,DDR3L,No,No,No,No,Mac OS X 10.9 Mavericks,No,No,No,15.4 inches,16 gigabytes,No,No,Lithium-polymer,No,No,No,2,No,512 gigabytes,No,No,No,No,0,Yes,No,None,No,No,1,No,HDMI|USB,No,No,No,No,No,No,No,No,No,No,Silver,No,No,No,No,No,Wireless-AC,NVIDIA GeForce GT 750M,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0 gigabytes,No,No,No,No,No,No,No,Touchpad with multitouch control,Other,LED,No,No,No,No,No,No,2.5 gigahertz,No,No,No,No,2,No,0,No,0,Intel 4th Generation Core i7,No,No,No,No,No,No,No,No,NVIDIA
No,No,No,No,No,Intel,Yes,No,No,No,No,No,2000 megabytes,DDR3L,No,3.5 hours,Dedicated,1600 megahertz,Windows 8.1,No,No,No,17.3 inches,12 gigabytes,No,No,Lithium-ion,64-bit,No,No,2,No,1000 gigabytes,Discrete,None,No,No,1,Yes,No,Built-in 10/100/1000 Mbps Fast Ethernet (RJ-45 connector),No,No,1,No,USB 3.0|Ethernet|HDMI|DisplayPort,No,No,No,No,No,No,AudioWizard,No,No,No,Black,No,No,No,No,No,Wireless-AC,NVIDIA GeForce GTX 860M,No,Yes,No,DVD+RW|DVD-RW|CD-RW,No,No,No,yes,No,No,No,No,No,No,16 gigabytes,No,No,No,Yes,No,No,No,Built-in,SATA,LED-LCD,No,No,No,No,None,No,2.5 gigahertz,No,No,No,No,4,No,1,No,No,Intel 4th Generation Core i7,No,No,No,7200 revolutions per minute,No,1920 x 1080 (Full HD),No,No,NVIDIA
No,Yes,No,No,No,Intel&#174;,No,No,No,No,No,Internal,2GB,DDR3,No,Not available,No,No,Windows 8.1,No,None,Built-in 10/100/1000 Mbps Fast Ethernet (RJ-45 connector),No,8GB,Yes,No,3-cell Polymer 4240 mAh,No,No,No,No,Yes,No,NVIDIA GT 840M,No,DVD&#177;RW/CD-RW,No,No,No,Yes,No,Yes,No,No,"Yes, digital media card reader",No,No,No,1TB,No,No,No,No,No,No,No,No,"15.6""",No,4MB,No,Intel&#174; 4th Generation Core&#8482; i7,Wireless-AC,NVIDIA GT 840M,None,No,No,No,No,1TB,No,yes,None,Clickpad with smart gesture support,No,12GB,No,None,No,No,3 USB 3.0,Ultraportable (5.5 lbs. or less),Yes,No,64-bit,None,No,No,HD LED touchscreen with IPS,Drive speeds not specified,No,No,Windows,Nuance Dragon Assistant; Kindle and more,No,2.0GHz (with Turbo Boost up to 3.1GHz),No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,None,No,NVIDIA
No,No,No,No,No,Intel,Yes,No,No,No,No,No,2000 megabytes,DDR3,No,5.43 hours,No,1600 megahertz,Windows 8.1,No,No,No,17.3 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1000 gigabytes,No,No,No,No,1,Yes,No,10/100 Ethernet LAN,No,Yes,1,No,USB 2.0|USB 3.0|HDMI|Ethernet|Headphone|Microphone,No,No,No,No,No,No,MaxxAudio,No,No,No,Silver,No,No,4 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,NVIDIA GeForce 840M,No,Yes,No,DVD-RW|CD-RW|DVD-R|CD-R,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Touchpad,SATA,Touchscreen LED,No,No,No,No,No,No,3.0 gigahertz,No,No,No,No,3,No,No,No,No,Intel 5th Generation Core i7,No,No,Stereo,5400 revolutions per minute,No,1920 x 1080 (Full HD),No,No,NVIDIA
Yes,No,Yes,No,No,Intel,Yes,No,No,No,Gold,No,No,DDR3L SDRAM,No,No,No,No,Windows 7 Professional,No,No,No,15.6 inches,8 gigabytes,No,No,Lithium-polymer,64-bit,No,No,No,No,500 gigabytes,No,None,No,No,1,Yes,No,Built-in Gigabit Ethernet LAN,No,No,0,No,Ethernet|USB,No,No,No,No,No,No,No,No,No,No,Black,No,No,4 megabytes,No,No,Wireless-A|Wireless-B|Wireless-G|Wireless-N,Intel HD Graphics 4000,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,16 gigabytes,No,No,No,No,No,No,No,Touchpad with multitouch gesture support; Pointstick,SATA,Widescreen LED,No,No,No,No,Adobe Flash Player and more,No,2.1 gigahertz,No,No,No,No,4,No,0,No,0,Intel 4th Generation Core i7,No,No,No,7200 revolutions per minute,No,No,No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,6000 megabytes,DDR3,No,6 hours,No,No,Windows 8.1,No,No,No,17.3 inches,16 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1256 gigabytes,No,No,No,No,No,Yes,No,No,No,No,1,No,USB 2.0,No,No,No,No,No,No,HD Audio; Realtek ALC892-6R,No,No,No,Multi,No,No,No,No,No,No,NVIDIA GeForce GTX 970M,No,Yes,No,DVD,No,No,No,yes,No,No,No,No,No,No,32 gigabytes,No,No,No,Yes,No,No,No,Integrated,SATA + Solid State Drive,LED,No,No,No,No,No,No,2.8 gigahertz,No,No,No,No,2,No,No,No,No,Intel 4th Generation Core i7,No,No,No,7200 revolutions per minute,No,No,No,No,NVIDIA
No,No,Yes,No,No,AMD,Yes,No,No,No,No,No,No,DDR3L SDRAM,No,No,Shared,No,Windows 8.1,No,No,No,15.6 inches,4 gigabytes,No,No,Other,64-bit,No,No,1,No,500 gigabytes,Integrated,None,No,No,1,No,No,10/100 Fast,No,No,1,No,USB 2.0,No,No,No,No,No,No,No,No,No,No,White,No,No,2 megabytes,No,No,Wireless-N,AMD Radeon R4,No,Yes,No,No,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,SATA,Widescreen LCD,No,No,No,No,No,No,1.8 gigahertz,No,No,No,No,3,No,No,No,No,AMD A6-Series,No,No,No,5400 revolutions per minute,No,No,No,No,AMD
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3 SDRAM,No,No,No,1600 megahertz,Windows 7 Professional,No,No,No,12.5 inches,8 gigabytes,No,No,Lithium-ion,64-bit,Yes,No,No,No,256 gigabytes,Integrated,None,No,No,No,Yes,No,Via included adapter,No,No,No,No,No,No,No,No,No,No,No,DTS Studio Sound,No,No,No,Silver,No,No,4 megabytes,No,No,Wireless-A|Wireless-B|Wireless-G|Wireless-N|Wireless-AC,Intel HD Graphics 5300,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Touchpad,Solid State Drive,LED,No,No,No,No,No,No,1.1 gigahertz,No,No,No,"Side dock adapter, Windows 8.1 Pro license media",No,No,No,No,No,Intel,No,No,Built-in stereo,No,No,No,No,No,Intel
No,No,No,0,No,Intel,Yes,0,No,0,No,No,1792 megabytes,DDR3L SDRAM,No,6.25 hours,Shared,No,Windows 8.1,0,No,No,15.6 inches,8 gigabytes,No,0,Lithium-ion,No,No,No,No,No,1000 gigabytes,Integrated,None,No,0,1,Yes,No,10/100/1000Base-T Gigabit,No,Yes,1,No,USB 3.0|Ethernet|HDMI,No,0,No,0,No,No,BeatsAudio,No,0,0,Silver,No,No,6 megabytes,0,No,Wireless-AC,Intel HD Graphics 4600,No,Yes,No,DVD+R|DVD-R|DVD+RW|DVD-RW|CD-R|CD-RW,No,No,0,yes,No,No,0,No,Yes,No,No,No,No,No,Yes,0,No,No,Not Applicable,SATA,Touchscreen LED,No,No,No,No,"Foxit PhantomPDF; Evernote; CyberLink PowerDirector, CyberLink PhotoDirector and more",No,2.6 gigahertz,No,No,No,"4-cell lithium-ion battery (2800 mAh), AC adapter, software",3,No,0,2800 milliampere hours,0,Intel 4th Generation Core i7,No,No,BeatsAudio,5400 revolutions per minute,No,1920 x 1080 (Full HD),No,0,Intel
Yes,No,No,No,No,Intel,Yes,No,No,No,Silver,No,No,DDR3L,No,8 hours,No,1600 megahertz,Windows 8.1,No,No,No,13.3 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,1,No,500 gigabytes,No,No,No,No,No,Yes,No,No,No,Yes,1,No,USB 3.0|USB 2.0|HDMI|Headphone|Microphone,No,No,No,No,No,No,MaxxAudio,No,No,No,Silver,No,No,3 megabytes,No,No,Wireless-AC,Intel HD Graphics 5500,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Touchpad,SATA,Touchscreen LED,No,No,No,No,No,No,2.7 gigahertz,No,No,No,3-cell lithium-ion battery,3,No,No,No,No,Intel 5th Generation Core i5,No,No,Stereo,5400 revolutions per minute,No,1920 x 1080 (Full HD),No,No,Intel
Yes,No,No,No,No,Intel,Yes,No,No,No,Silver,No,No,DDR3L SDRAM,No,No,No,No,Windows 8.1,No,No,No,17.3 inches,12 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1000 gigabytes,No,None,No,No,1,Yes,No,Built-in 10/100/1000 Gigabit Ethernet LAN,No,Yes,1,No,HDMI|USB|Ethernet,No,No,No,No,No,No,Beats,No,No,No,Silver,No,No,No,No,No,Wireless-AC,NVIDIA GeForce,No,Yes,No,DVD+RW|DVD-RW|CD-RW,No,No,No,No,No,No,No,No,No,No,0 gigabytes,No,No,No,Yes,No,No,No,HP ControlZone trackpad,SATA,Touchscreen LED,No,No,No,No,"Dragon Assistant; CyberLink PowerDirector, CyberLink PhotoDirector, CyberLink PowerDVD and more",No,2 gigahertz,No,No,No,No,3,No,No,No,No,Intel 4th Generation Core i7,No,No,Internal,5400 revolutions per minute,No,1920 x 1080 (Full HD),No,0,NVIDIA
Yes,No,No,No,No,Intel,Yes,No,No,No,Silver,No,No,DDR3L,No,No,Shared,1600 megahertz,Windows 8.1,No,No,No,15.6 inches,4 gigabytes,No,No,Lithium-ion,64-bit,No,No,1,No,750 gigabytes,Integrated,None,No,No,No,Yes,No,10/100,No,Yes,No,No,USB 2.0|USB 3.0|HDMI|Ethernet,No,No,No,No,No,No,Waves MaxxAudio 4,No,No,No,Black,No,No,3 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,Intel HD,No,Yes,No,DVD+R|DVD-R|DVD+RW|DVD-RW|DVD+R DL|DVD-R DL|CD-R|CD-RW,No,No,No,yes,No,No,No,No,No,No,8 gigabytes,No,No,No,No,No,No,No,Standard,SATA,Touchscreen LED,No,No,No,No,No,No,1.9 gigahertz,No,No,No,"4-cell lithium-ion battery, power cable",3,No,No,No,No,Intel 4th Generation Core i3,No,No,Stereo with Waves MaxxAudio 4 processing,5400 revolutions per minute,No,1366 x 768 (HD),No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3L SDRAM,No,No,No,1600 megahertz,Windows 7 Professional,No,No,No,14 inches,4 gigabytes,No,No,Other,64-bit,Yes,No,No,No,128 gigabytes,Integrated,None,No,No,No,Yes,No,10/100/1000 Ethernet LAN,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Silver,No,No,3 megabytes,No,No,Wireless-A|Wireless-B|Wireless-G|Wireless-N|Wireless-AC,Intel HD Graphics 5500,No,Yes,Yes,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Touchpad,Solid State Drive,LED,No,No,No,No,No,No,2.2 gigahertz,No,No,No,"Side dock adapter, Windows 8.1 Pro license",No,No,No,No,No,Intel 5th Generation Core i5,No,No,No,No,No,1600 x 900 (HD+),No,No,Intel
Yes,No,No,No,No,Intel,Yes,No,No,No,Silver,No,No,DDR3L,No,8 hours,No,1600 megahertz,Windows 8.1,No,No,No,15.6 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1000 gigabytes,Integrated,No,No,No,0,Yes,No,No,Yes,Yes,1,No,HDMI|USB 3.0|USB 2.0,No,No,No,No,No,No,MaxxAudio,No,No,No,Silver,No,No,4 megabytes,No,No,Wireless-AC,Intel HD Graphics 5500,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,16 gigabytes,No,No,No,No,No,No,No,Not Applicable,No,LED,No,No,No,No,No,No,3.0 gigahertz,No,No,No,No,3,No,No,No,No,Intel 5th Generation Core i7,No,No,No,5400 revolutions per minute,No,1920 x 1080 (Full HD),No,No,Intel
Yes,No,No,No,No,Intel,Yes,No,No,No,Silver,No,3839 megabytes,DDR3L SDRAM,No,6.25 hours,No,No,Windows 8.1,No,No,No,15.6 inches,8 gigabytes,No,No,Lithium-ion,No,No,No,No,No,1000 gigabytes,No,No,No,No,1,Yes,No,10/100/1000 Gigabit Ethernet LAN (RJ-45 connector),No,Yes,1,No,USB 3.0|HDMI|RJ-45,No,No,No,No,No,No,No,No,No,No,Silver,No,No,3 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,Intel HD Graphics 5500,No,Yes,No,DVD+RW|DVD+R|DVD-R|DVD-RW|CD-RW,No,No,No,yes,No,No,No,No,Yes,No,8 gigabytes,No,No,No,Yes,No,No,No,HP ControlZone Trackpad,No,Full HD Widescreen LED,No,No,No,No,7-zip; Evernote; Foxit PhantomPDF; CyberLink PowerBackup and more,No,2.2 gigahertz,No,No,No,No,3,No,No,2800 milliampere hours,No,Intel 5th Generation Core i5,No,No,"BeastsAudio dual speakers, subwoofer",5400 revolutions per minute,No,1920 x 1080 (Full HD),No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3,No,No,No,No,Chrome OS,No,No,No,13.3 inches,2 gigabytes,No,No,Lithium-ion,No,No,No,No,No,16 gigabytes,No,None,No,No,0,Yes,No,None,No,No,1,No,HDMI|USB,No,No,No,No,No,No,No,No,No,No,Black,No,No,1 megabytes,No,No,Wireless-AC,Intel HD,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,4 gigabytes,No,No,No,No,No,No,No,Touchpad,Other,Other,No,No,No,No,No,No,2.16 gigahertz,No,No,No,No,2,No,0,No,0,Intel Celeron,No,No,Internal,No,No,No,No,0,Intel
Yes,No,No,0,No,Intel,Yes,1,No,0,Silver,No,No,DDR3L SDRAM,No,3.5 hours,Shared,No,Windows 8.1,0,No,No,15.6 inches,6 gigabytes,No,0,Lithium-ion polymer,64-bit,No,No,0,No,750 gigabytes,No,None,No,0,1,No,No,10/100Base-T Ethernet LAN (RJ-45 connector),No,Yes,1,No,3.5mm audio|Ethernet|HDMI|USB 2.0|USB 3.0,No,0,No,0,No,No,HD Audio,No,0,0,Black,No,No,3 megabytes,0,No,Wireless-B|Wireless-G|Wireless-N,Intel HD Graphics 4400,No,Yes,No,DVD|DVD-R|DVD+R|DVD-RW|DVD+RW|DVD-ROM|CD|CD-R|CD-RW|CD-ROM,No,No,0,yes,No,No,0,No,Yes,No,0 gigabytes,No,No,No,No,0,No,No,Touchpad with multitouch gesture support,SATA,LED,No,No,No,No,"CyberLink PhotoDirector, CyberLink Power Media Player; 7-zip and more",No,1.9 gigahertz,No,No,No,No,3,No,0,2800 milliampere hours,0,Intel 4th Generation Core i3,No,No,Built-in stereo,5400 revolutions per minute,No,1366 x 768 (HD),No,0,Intel
